路線番号,pattern_id,n_speeds,max_run
311,15373,4,4
311,15374,4,4
311,15375,4,4
311,15376,4,4
311,15377,4,4
311,15378,4,4
311,15379,4,4
311,15380,3,3
311,15381,2,2
311,15382,1,1
311,15383,1,1
311,15466,1,1
311,15467,1,1
311,15468,1,1
311,15469,2,2
311,15470,2,2
311,15471,2,2
311,15472,3,3
311,15473,3,3
311,15474,4,4
311,15475,4,4
311,15476,4,4
311,15477,4,4
311,15478,4,4
311,15479,4,4
311,15480,4,4
311,15481,3,3
311,15482,2,2
311,15483,1,1
311,15484,1,1
311,15567,1,1
311,15568,1,1
311,15569,1,1
311,15570,2,2
311,15571,2,2
311,15572,2,2
311,15573,3,3
311,15574,3,3
311,15575,4,4
311,15576,4,4
311,15577,4,4
311,15578,4,4
311,15579,4,4
311,15580,4,4
311,15581,4,4
311,15582,3,3
311,15583,2,2
311,15584,1,1
311,15585,1,1
311,15671,1,1
311,15672,1,1
311,15673,1,1
311,15674,2,2
311,15675,2,2
311,15676,3,3
311,15677,3,3
311,15678,3,3
311,15679,3,3
311,15680,3,3
311,15681,3,3
311,15682,3,3
311,15683,2,2
311,15684,1,1
311,15772,1,1
311,15773,1,1
311,15774,1,1
311,15775,2,2
311,15776,2,2
311,15777,3,3
311,15778,3,3
311,15779,3,3
311,15780,3,3
311,15781,3,3
311,15782,3,3
311,15783,3,3
311,15784,2,2
311,15785,1,1
311,15876,1,1
311,15877,1,1
311,15878,2,2
311,15879,2,2
311,15880,2,2
311,15881,2,2
311,15882,2,2
311,15883,2,2
311,15884,2,2
311,15885,1,1
311,15977,1,1
311,15978,1,1
311,15979,2,2
311,15980,2,2
311,15981,2,2
311,15982,2,2
311,15983,2,2
311,15984,2,2
311,15985,2,2
311,15986,1,1
311,16080,1,1
311,16081,1,1
311,16082,1,1
311,16083,1,1
311,16084,1,1
311,16085,1,1
311,16086,1,1
311,16181,1,1
311,16182,1,1
311,16183,1,1
311,16184,1,1
311,16185,1,1
311,16186,1,1
311,16187,1,1
311,16281,1,1
311,16282,1,1
311,16283,1,1
311,16284,1,1
311,16285,1,1
311,16286,1,1
311,16287,1,1
311,16381,1,1
311,16382,1,1
311,16383,1,1
311,16384,1,1
311,16385,1,1
311,16386,1,1
311,16387,1,1
311,16481,1,1
311,16482,1,1
311,16483,1,1
311,16484,1,1
311,16485,1,1
311,16486,1,1
311,16487,1,1
311,16581,1,1
311,16582,1,1
311,16583,1,1
311,16584,1,1
311,16585,1,1
311,16586,1,1
311,16587,1,1
311,16681,1,1
311,16682,1,1
311,16683,1,1
311,16684,1,1
311,16685,1,1
311,16686,1,1
311,16687,1,1
311,16781,1,1
311,16782,1,1
311,16783,1,1
311,16784,1,1
311,16785,1,1
311,16786,1,1
311,16787,1,1
311,16881,1,1
311,16882,1,1
311,16883,1,1
311,16884,1,1
311,16885,1,1
311,16886,1,1
311,16887,1,1
311,16981,1,1
311,16982,1,1
311,16983,1,1
311,16984,1,1
311,16985,1,1
311,16986,1,1
311,16987,1,1
311,17081,1,1
311,17082,1,1
311,17083,1,1
311,17084,1,1
311,17085,1,1
311,17086,1,1
311,17087,1,1
311,17181,1,1
311,17182,1,1
311,17183,1,1
311,17184,1,1
311,17185,1,1
311,17186,1,1
311,17187,1,1
311,17281,1,1
311,17282,1,1
311,17283,1,1
311,17284,1,1
311,17285,1,1
311,17286,1,1
311,17287,1,1
311,17381,1,1
311,17382,1,1
311,17383,1,1
311,17384,1,1
311,17385,1,1
311,17386,1,1
311,17387,1,1
311,17481,1,1
311,17482,1,1
311,17483,1,1
311,17484,1,1
311,17485,1,1
311,17486,1,1
311,17487,1,1
311,17581,1,1
311,17582,1,1
311,17583,1,1
311,17584,1,1
311,17585,1,1
311,17586,1,1
311,17587,1,1
311,23630,1,1
311,23731,1,1
311,23830,1,1
311,23831,1,1
311,23832,2,2
311,23833,1,1
311,23834,1,1
311,23835,1,1
311,23931,1,1
311,23932,1,1
311,23933,2,2
311,23934,1,1
311,23935,1,1
311,23936,1,1
311,24032,1,1
311,24033,1,1
311,24034,2,2
311,24035,1,1
311,24036,1,1
311,24037,1,1
311,24133,1,1
311,24134,1,1
311,24135,2,2
311,24136,1,1
311,24137,1,1
311,24138,1,1
311,24234,1,1
311,24235,1,1
311,24236,2,2
311,24237,1,1
311,24238,2,1
311,24239,2,1
311,24240,1,1
311,24241,1,1
311,24242,1,1
311,24243,1,1
311,24244,1,1
311,24245,1,1
311,24246,1,1
311,24247,1,1
311,24248,1,1
311,24249,1,1
311,24250,1,1
311,24251,1,1
311,24252,1,1
311,24253,1,1
311,24254,1,1
311,24255,1,1
311,24256,1,1
311,24257,1,1
311,24258,1,1
311,24259,1,1
311,24260,1,1
311,24261,1,1
311,24262,1,1
311,24263,1,1
311,24264,1,1
311,24265,1,1
311,24266,1,1
311,24267,1,1
311,24268,1,1
311,24335,1,1
311,24336,1,1
311,24337,2,2
311,24338,1,1
311,24339,2,1
311,24340,2,1
311,24341,1,1
311,24342,1,1
311,24343,1,1
311,24344,1,1
311,24345,1,1
311,24346,1,1
311,24347,1,1
311,24348,1,1
311,24349,1,1
311,24350,1,1
311,24351,1,1
311,24352,1,1
311,24353,1,1
311,24354,1,1
311,24355,1,1
311,24356,1,1
311,24357,1,1
311,24358,1,1
311,24359,1,1
311,24360,1,1
311,24361,1,1
311,24362,1,1
311,24363,1,1
311,24364,1,1
311,24365,1,1
311,24366,1,1
311,24367,1,1
311,24368,1,1
311,24369,1,1
311,24436,1,1
311,24437,1,1
311,24438,2,2
311,24439,2,1
311,24440,3,2
311,24441,3,2
311,24442,2,2
311,24443,2,2
311,24444,2,2
311,24445,2,2
311,24446,2,2
311,24447,2,2
311,24448,2,2
311,24449,2,2
311,24450,2,2
311,24451,2,2
311,24452,2,2
311,24453,2,2
311,24454,2,2
311,24455,2,2
311,24456,2,2
311,24457,2,2
311,24458,2,2
311,24459,2,2
311,24460,2,2
311,24461,2,2
311,24462,2,2
311,24463,2,2
311,24464,2,2
311,24465,2,2
311,24466,2,2
311,24467,2,2
311,24468,2,2
311,24469,2,2
311,24470,2,2
311,24471,1,1
311,24537,1,1
311,24538,1,1
311,24539,2,2
311,24540,2,1
311,24541,3,2
311,24542,3,2
311,24543,2,2
311,24544,2,2
311,24545,2,2
311,24546,2,2
311,24547,2,2
311,24548,2,2
311,24549,2,2
311,24550,2,2
311,24551,2,2
311,24552,2,2
311,24553,2,2
311,24554,2,2
311,24555,2,2
311,24556,2,2
311,24557,2,2
311,24558,2,2
311,24559,2,2
311,24560,2,2
311,24561,2,2
311,24562,2,2
311,24563,2,2
311,24564,2,2
311,24565,2,2
311,24566,2,2
311,24567,2,2
311,24568,2,2
311,24569,2,2
311,24570,2,2
311,24571,2,2
311,24572,1,1
311,24638,1,1
311,24639,1,1
311,24640,2,2
311,24641,3,3
311,24642,4,4
311,24643,4,4
311,24644,3,3
311,24645,3,3
311,24646,3,3
311,24647,3,3
311,24648,3,3
311,24649,3,3
311,24650,3,3
311,24651,3,3
311,24652,3,3
311,24653,3,3
311,24654,3,3
311,24655,3,3
311,24656,3,3
311,24657,3,3
311,24658,3,3
311,24659,3,3
311,24660,3,3
311,24661,3,3
311,24662,3,3
311,24663,3,3
311,24664,3,3
311,24665,3,3
311,24666,3,3
311,24667,3,3
311,24668,3,3
311,24669,3,3
311,24670,3,3
311,24671,3,3
311,24672,3,3
311,24673,2,2
311,24674,1,1
311,24741,1,1
311,24742,2,2
311,24743,3,3
311,24744,3,3
311,24745,3,3
311,24746,3,3
311,24747,3,3
311,24748,3,3
311,24749,3,3
311,24750,3,3
311,24751,3,3
311,24752,3,3
311,24753,3,3
311,24754,3,3
311,24755,3,3
311,24756,3,3
311,24757,3,3
311,24758,3,3
311,24759,3,3
311,24760,3,3
311,24761,3,3
311,24762,3,3
311,24763,3,3
311,24764,3,3
311,24765,3,3
311,24766,3,3
