route_id,V_kmh,FTT_s_per_veh,TT_s_per_veh
D30_324,47.5,90.94736842105264,130.10526315789454
D30_324,50.0,86.40000000000002,124.80000152587893
D30_331,10.0,270.00000000000006,
D30_331,12.5,216.00000000000003,
D30_331,15.0,180.00000000000003,
D30_331,17.5,154.2857142857143,
D30_331,20.0,135.00000000000003,174.0
D30_331,22.5,120.0,164.0
D30_331,25.0,108.0,156.0
D30_331,27.5,98.1818181818182,148.36363636363637
D30_331,30.0,90.00000000000001,132.0
D30_331,32.5,83.0769230769231,127.47692460280194
D30_331,35.0,77.14285714285717,118.28571428571364
D30_331,37.5,72.00000000000001,108.0
D30_331,40.0,67.50000000000001,99.0
D30_331,42.5,63.52941176470589,91.0588235294112
D30_331,45.0,60.00000000000001,88.0
D30_331,47.5,56.842105263157904,85.89473874945381
D30_331,50.0,54.00000000000001,84.0
D30_332,10.0,342.0,
D30_332,12.5,273.6,
D30_332,15.0,228.0,
D30_332,17.5,195.42857142857144,
D30_332,20.0,171.0,180.0
D30_332,22.5,152.0,180.0
D30_332,25.0,136.79999999999998,160.8000015258789
D30_332,27.5,124.36363636363636,149.45454545454547
D30_332,30.0,114.0,144.0
D30_332,32.5,105.23076923076924,139.38461538461544
D30_332,35.0,97.71428571428572,135.42857142857122
D30_332,37.5,91.2,132.0000049591065
D30_332,40.0,85.5,129.0
D30_332,42.5,80.47058823529412,124.94117647058786
D30_332,45.0,76.0,116.0
D30_332,47.5,72.0,107.99999999999956
D30_332,50.0,68.39999999999999,100.80000076293943
D30_333,10.0,414.0000000000001,
D30_333,12.5,331.20000000000005,
D30_333,15.0,276.00000000000006,
D30_333,17.5,236.57142857142864,
D30_333,20.0,207.00000000000009,233.99999999999983
D30_333,22.5,184.00000000000003,192.0000038146972
D30_333,25.0,165.60000000000002,180.00000076293935
D30_333,27.5,150.5454545454546,180.0
D30_333,30.0,138.00000000000003,156.0
D30_333,32.5,127.38461538461544,143.0769230769231
D30_333,35.0,118.28571428571432,135.42857142857125
D30_333,37.5,110.40000000000003,132.0
D30_333,40.0,103.50000000000004,129.0
D30_333,42.5,97.41176470588238,126.35294117647038
D30_333,45.0,92.0,124.0
D30_333,47.5,87.15789473684212,121.89473684210472
D30_333,50.0,82.80000000000001,120.00000190734865
D30_334,10.0,342.00000000000006,
D30_334,12.5,273.6,
D30_334,15.0,228.0,
D30_334,17.5,195.42857142857147,
D30_334,20.0,171.00000000000003,198.0
D30_334,22.5,152.00000000000003,180.0
D30_334,25.0,136.8,180.0
D30_334,27.5,124.3636363636364,171.2727272727272
D30_334,30.0,114.0,156.0
D30_334,32.5,105.23076923076924,138.4615384615385
D30_334,35.0,97.71428571428574,126.8571428571424
D30_334,37.5,91.20000000000002,120.00000305175786
D30_334,40.0,85.50000000000001,120.0
D30_334,42.5,80.47058823529413,120.0
D30_334,45.0,76.00000000000001,116.0
D30_334,47.5,72.00000000000001,107.9999999999996
D30_334,50.0,68.4,100.80000152587893
D30_H01,10.0,540.0000000000001,
D30_H01,12.5,432.00000000000006,
D30_H01,15.0,360.00000000000006,
D30_H01,17.5,308.57142857142867,
D30_H01,20.0,270.00000000000006,312.0
D30_H01,22.5,240.00000000000003,268.0
D30_H01,25.0,216.00000000000003,240.0
D30_H01,27.5,196.3636363636364,212.72727272727283
D30_H01,30.0,180.00000000000003,180.0
D30_H01,32.5,166.1538461538462,180.0
D30_H01,35.0,154.2857142857143,180.0
D30_H01,37.5,144.00000000000003,180.0
D30_H01,40.0,135.00000000000003,174.0
D30_H01,42.5,127.05882352941178,168.70588235294122
D30_H01,45.0,120.0,164.0
D30_H01,47.5,113.6842105263158,159.78947368421052
D30_H01,50.0,108.0,156.0
D30_H02,10.0,468.0000000000001,
D30_H02,12.5,374.4,
D30_H02,15.0,312.00000000000006,
D30_H02,17.5,267.4285714285715,
D30_H02,20.0,234.00000000000009,275.99999999999955
D30_H02,22.5,208.00000000000003,235.99999999999983
D30_H02,25.0,187.2,194.4000007629395
D30_H02,27.5,170.18181818181822,180.0
D30_H02,30.0,156.00000000000003,180.0
D30_H02,32.5,144.00000000000003,172.61538461538464
D30_H02,35.0,133.71428571428575,166.28571428571416
D30_H02,37.5,124.80000000000004,160.79999999999993
D30_H02,40.0,117.00000000000004,156.0
D30_H02,42.5,110.11764705882356,151.76470588235276
D30_H02,45.0,104.0,148.0
D30_H02,47.5,98.5263157894737,144.6315789473682
D30_H02,50.0,93.6,139.19999999999996
D30_H03,10.0,612.0,
D30_H03,12.5,489.6,
D30_H03,15.0,408.0,
D30_H03,17.5,349.7142857142857,
D30_H03,20.0,306.0,359.8800007152558
D30_H03,22.5,272.0,315.9999999999999
D30_H03,25.0,244.8,273.6000030517576
D30_H03,27.5,222.54545454545456,247.54909090909075
D30_H03,30.0,204.0,228.0
D30_H03,32.5,188.30769230769232,196.61538461538444
D30_H03,35.0,174.85714285714286,180.0
D30_H03,37.5,163.20000000000002,180.0
D30_H03,40.0,153.0,180.0
D30_H03,42.5,144.0,180.0
D30_H03,45.0,136.0,180.0
D30_H03,47.5,128.8421052631579,174.94736842105263
D30_H03,50.0,122.4,170.40000171661376
D30_H04,10.0,552.24,
D30_H04,12.5,441.792,
D30_H04,15.0,368.16,
D30_H04,17.5,315.5657142857143,
D30_H04,20.0,276.12,312.12
D30_H04,22.5,245.44,277.44000000000005
D30_H04,25.0,220.896,242.49599999999995
D30_H04,27.5,200.81454545454548,221.6290909090909
D30_H04,30.0,184.08,188.1599999999997
D30_H04,32.5,169.92000000000002,180.0
D30_H04,35.0,157.78285714285715,180.0
D30_H04,37.5,147.264,180.0
D30_H04,40.0,138.06,180.0
D30_H04,42.5,129.93882352941176,168.76235294117643
D30_H04,45.0,122.72,164.0
D30_H04,47.5,116.26105263157896,159.78947368421052
D30_H04,50.0,110.448,156.0
D30_H05,10.0,527.7600000000001,
D30_H05,12.5,422.208,
D30_H05,15.0,351.84000000000003,
D30_H05,17.5,301.5771428571429,
D30_H05,20.0,263.88000000000005,300.0
D30_H05,22.5,234.56000000000003,277.11999999999955
D30_H05,25.0,211.104,240.0
D30_H05,27.5,191.91272727272727,203.8254545454546
D30_H05,30.0,175.92000000000002,180.0
D30_H05,32.5,162.38769230769236,180.0
D30_H05,35.0,150.78857142857146,180.0
D30_H05,37.5,140.73600000000002,179.13599999999994
D30_H05,40.0,131.94000000000003,173.94000000000003
D30_H05,42.5,124.1788235294118,168.705882352941
D30_H05,45.0,117.28000000000002,164.0
D30_H05,47.5,111.10736842105264,159.78947368421052
D30_H05,50.0,105.552,156.00000190734863
D30_H06,10.0,540.0,
D30_H06,12.5,432.0,
D30_H06,15.0,360.0,
D30_H06,17.5,308.5714285714286,
D30_H06,20.0,270.0,300.0
D30_H06,22.5,240.0,257.44000000000005
D30_H06,25.0,216.0,239.99999999999991
D30_H06,27.5,196.3636363636364,212.72727272727275
D30_H06,30.0,180.0,179.99999999999991
D30_H06,32.5,166.15384615384616,180.0
D30_H06,35.0,154.2857142857143,180.0
D30_H06,37.5,144.0,180.0
D30_H06,40.0,135.0,173.94000381469732
D30_H06,42.5,127.05882352941175,169.35529411764708
D30_H06,45.0,120.0,165.28000190734855
D30_H06,47.5,113.6842105263158,160.4210526315789
D30_H06,50.0,108.0,153.60000000000014
D30_H07,10.0,540.0000000000001,
D30_H07,12.5,432.00000000000006,
D30_H07,15.0,360.00000000000006,
D30_H07,17.5,308.57142857142867,
D30_H07,20.0,270.00000000000006,300.0
D30_H07,22.5,240.00000000000003,278.5599999999997
D30_H07,25.0,216.00000000000003,239.99999999999991
D30_H07,27.5,196.3636363636364,212.72727272727272
D30_H07,30.0,180.00000000000003,180.0
D30_H07,32.5,166.1538461538462,180.0
D30_H07,35.0,154.2857142857143,180.0
D30_H07,37.5,144.00000000000003,173.66399999999993
D30_H07,40.0,135.00000000000003,162.05999999999997
D30_H07,42.5,127.05882352941178,151.82117647058791
D30_H07,45.0,120.0,148.0
D30_H07,47.5,113.6842105263158,144.63157894736815
D30_H07,50.0,108.0,141.6000011444091
D50_311,10.0,480.00000000000006,
D50_311,12.5,384.00000000000006,
D50_311,15.0,320.0,
D50_311,17.5,274.28571428571433,
D50_311,20.0,240.00000000000003,264.0
D50_311,22.5,213.33333333333337,240.0
D50_311,25.0,192.00000000000003,204.0
D50_311,27.5,174.5454545454546,180.0
D50_311,30.0,160.0,180.0
D50_311,32.5,147.69230769230774,180.0
D50_311,35.0,137.14285714285717,180.0
D50_311,37.5,128.00000000000003,176.0000038146973
D50_311,40.0,120.0,171.0
D50_311,42.5,112.94117647058825,165.17647058823488
D50_311,45.0,106.66666666666669,157.33333333333331
D50_311,47.5,101.05263157894738,150.31578947368422
D50_311,50.0,96.0,144.0
D50_312,10.0,600.0000000000001,
D50_312,12.5,480.00000000000006,
D50_312,15.0,400.00000000000006,
D50_312,17.5,342.85714285714295,
