case_index,route_id,pattern_group,pattern_id,n_links,n_intersections,design_speed_kmh,evaluation_speed_kmh,cycle_length_s,offset_step_s,grid_size_each_axis,number_of_offset_patterns,lengths_m,green_ratios,demand_veh_per_s,d_min_s_per_veh,representative_offsets_s,representative_x1_s,representative_x2_s,representative_x3_s,number_of_exact_optima,number_within_0p1s,number_within_0p5s,number_within_1p0s,FTT_s_per_veh,TTT_s_per_veh,runtime_sec,hostname,delay_file,optima_file,array_definition,lambda01_design,lambda12_design,lambda23_design,L01_m,L12_m,L23_m,g0,g1,g2,g3
390,R3_S01,random_short_3link,3S01,3,4,30,20,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,64.34999847,"[33.599998474121094, 62.400001525878906, 62.400001525878906]",33.59999847,62.40000153,62.40000153,27690,27690,31416,32810,79.2,143.55,589.5905743,BuiltPC01,results_60routes\full_delay\case_0390__R3_S01__v20p0_delays.npy,results_60routes\optima\case_0390__R3_S01__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
391,R3_S01,random_short_3link,3S01,3,4,30,22.5,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,67.5,"[31.200000762939453, 0.0, 0.0]",31.20000076,0,0,23616,23616,24600,59688,70.4,137.9,591.5985231,BuiltPC01,results_60routes\full_delay\case_0391__R3_S01__v22p5_delays.npy,results_60routes\optima\case_0391__R3_S01__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
392,R3_S01,random_short_3link,3S01,3,4,30,25,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,64.5,"[27.600000381469727, 0.0, 112.80000305175781]",27.60000038,0,112.8000031,10692,10692,11340,11340,63.36,127.86,588.7537713,BuiltPC01,results_60routes\full_delay\case_0392__R3_S01__v25p0_delays.npy,results_60routes\optima\case_0392__R3_S01__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
393,R3_S01,random_short_3link,3S01,3,4,30,27.5,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,62.97272873,"[24.0, 0.0, 112.80000305175781]",24,0,112.8000031,3420,3420,3540,4604,57.6,120.5727311,587.6859252,BuiltPC01,results_60routes\full_delay\case_0393__R3_S01__v27p5_delays.npy,results_60routes\optima\case_0393__R3_S01__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
394,R3_S01,random_short_3link,3S01,3,4,30,30,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,62.40000153,"[0.0, 3.5999999046325684, 32.400001525878906]",0,3.599999905,32.40000153,3014,3014,5890,5890,52.8,115.2,589.7321169,BuiltPC01,results_60routes\full_delay\case_0394__R3_S01__v30p0_delays.npy,results_60routes\optima\case_0394__R3_S01__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
395,R3_S01,random_short_3link,3S01,3,4,30,32.5,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,62.09999847,"[0.0, 2.4000000953674316, 30.0]",0,2.400000095,30,7512,7938,10938,11470,48.73846154,110.8384615,585.961376,BuiltPC01,results_60routes\full_delay\case_0395__R3_S01__v32p5_delays.npy,results_60routes\optima\case_0395__R3_S01__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
396,R3_S01,random_short_3link,3S01,3,4,30,35,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,61.84285736,"[0.0, 1.2000000476837158, 27.600000381469727]",0,1.200000048,27.60000038,12632,13280,13330,16596,45.25714286,107.1,585.653517,BuiltPC01,results_60routes\full_delay\case_0396__R3_S01__v35p0_delays.npy,results_60routes\optima\case_0396__R3_S01__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
397,R3_S01,random_short_3link,3S01,3,4,30,37.5,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,61.61999893,"[0.0, 0.0, 26.399999618530273]",0,0,26.39999962,15570,15570,41478,41478,42.24,103.86,589.0326357,BuiltPC01,results_60routes\full_delay\case_0397__R3_S01__v37p5_delays.npy,results_60routes\optima\case_0397__R3_S01__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
398,R3_S01,random_short_3link,3S01,3,4,30,40,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,57.90000153,"[0.0, 0.0, 9.600000381469727]",0,0,9.600000381,15758,15758,16486,17962,39.6,97.5,586.2473311,BuiltPC01,results_60routes\full_delay\case_0398__R3_S01__v40p0_delays.npy,results_60routes\optima\case_0398__R3_S01__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
399,R3_S01,random_short_3link,3S01,3,4,30,42.5,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,54.40588379,"[0.0, 0.0, 12.0]",0,0,12,10386,10962,12030,13034,37.27058824,91.67647059,586.7273414,BuiltPC01,results_60routes\full_delay\case_0399__R3_S01__v42p5_delays.npy,results_60routes\optima\case_0399__R3_S01__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
400,R3_S01,random_short_3link,3S01,3,4,30,45,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,51.29999924,"[0.0, 0.0, 14.399999618530273]",0,0,14.39999962,6972,6972,7502,9666,35.2,86.5,666.6518779,BuiltPC01,results_60routes\full_delay\case_0400__R3_S01__v45p0_delays.npy,results_60routes\optima\case_0400__R3_S01__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
401,R3_S01,random_short_3link,3S01,3,4,30,47.5,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,48.52105331,"[0.0, 0.0, 16.799999237060547]",0,0,16.79999924,4058,4658,5814,6128,33.34736842,81.86842105,668.4687035,BuiltPC01,results_60routes\full_delay\case_0401__R3_S01__v47p5_delays.npy,results_60routes\optima\case_0401__R3_S01__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
402,R3_S01,random_short_3link,3S01,3,4,30,50,120,1.2,100,1000000,"[189.0, 152.0, 99.0]","[0.4, 0.41, 0.54, 0.4]",0.4,46.02000046,"[0.0, 0.0, 18.0]",0,0,18,3224,3404,3404,4576,31.68,77.7,668.5320287,BuiltPC01,results_60routes\full_delay\case_0402__R3_S01__v50p0_delays.npy,results_60routes\optima\case_0402__R3_S01__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.152,0.099,189,152,99,0.4,0.41,0.54,0.4
403,R3_S02,random_short_3link,3S02,3,4,30,20,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,44.81999969,"[30.0, 45.599998474121094, 26.399999618530273]",30,45.59999847,26.39999962,1564,1564,3082,3396,66.78,111.6,671.3476465,BuiltPC01,results_60routes\full_delay\case_0403__R3_S02__v20p0_delays.npy,results_60routes\optima\case_0403__R3_S02__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
404,R3_S02,random_short_3link,3S02,3,4,30,22.5,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,43.04000092,"[25.200000762939453, 42.0, 26.399999618530273]",25.20000076,42,26.39999962,1680,1680,1740,1800,59.36,102.399999,670.7134204,BuiltPC01,results_60routes\full_delay\case_0404__R3_S02__v22p5_delays.npy,results_60routes\optima\case_0404__R3_S02__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
405,R3_S02,random_short_3link,3S02,3,4,30,25,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,44.31600189,"[0.0, 38.400001525878906, 24.0]",0,38.40000153,24,9466,9466,9466,12750,53.424,97.74,668.5556624,BuiltPC01,results_60routes\full_delay\case_0405__R3_S02__v25p0_delays.npy,results_60routes\optima\case_0405__R3_S02__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
406,R3_S02,random_short_3link,3S02,3,4,30,27.5,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,45.60545349,"[0.0, 34.79999923706055, 22.799999237060547]",0,34.79999924,22.79999924,17884,17884,19520,22326,48.56727273,94.17272727,666.4638324,BuiltPC01,results_60routes\full_delay\case_0406__R3_S02__v27p5_delays.npy,results_60routes\optima\case_0406__R3_S02__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
407,R3_S02,random_short_3link,3S02,3,4,30,30,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,46.68000031,"[0.0, 32.400001525878906, 21.600000381469727]",0,32.40000153,21.60000038,23000,23000,28712,28852,44.52,91.2,669.3277962,BuiltPC01,results_60routes\full_delay\case_0407__R3_S02__v30p0_delays.npy,results_60routes\optima\case_0407__R3_S02__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
408,R3_S02,random_short_3link,3S02,3,4,30,32.5,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,47.58922958,"[0.0, 30.0, 19.200000762939453]",0,30,19.20000076,28826,29582,33542,33542,41.09538462,88.68461538,668.594985,BuiltPC01,results_60routes\full_delay\case_0408__R3_S02__v32p5_delays.npy,results_60routes\optima\case_0408__R3_S02__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
409,R3_S02,random_short_3link,3S02,3,4,30,35,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,48.36857224,"[0.0, 27.600000381469727, 18.0]",0,27.60000038,18,33570,33570,33570,41138,38.16,86.52857143,667.7714038,BuiltPC01,results_60routes\full_delay\case_0409__R3_S02__v35p0_delays.npy,results_60routes\optima\case_0409__R3_S02__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
410,R3_S02,random_short_3link,3S02,3,4,30,37.5,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,49.04399872,"[0.0, 25.200000762939453, 16.799999237060547]",0,25.20000076,16.79999924,35216,36208,40768,40770,35.616,84.66,663.2039449,BuiltPC01,results_60routes\full_delay\case_0410__R3_S02__v37p5_delays.npy,results_60routes\optima\case_0410__R3_S02__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
411,R3_S02,random_short_3link,3S02,3,4,30,40,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,48.58499908,"[0.0, 6.0, 16.799999237060547]",0,6,16.79999924,7994,7994,9214,10384,33.39,81.975,667.1863368,BuiltPC01,results_60routes\full_delay\case_0411__R3_S02__v40p0_delays.npy,results_60routes\optima\case_0411__R3_S02__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
412,R3_S02,random_short_3link,3S02,3,4,30,42.5,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,45.63882446,"[0.0, 8.399999618530273, 18.0]",0,8.399999619,18,4940,5072,5924,6776,31.42588235,77.06470588,665.4453082,BuiltPC01,results_60routes\full_delay\case_0412__R3_S02__v42p5_delays.npy,results_60routes\optima\case_0412__R3_S02__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
413,R3_S02,random_short_3link,3S02,3,4,30,45,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,43.02000046,"[0.0, 10.800000190734863, 20.399999618530273]",0,10.80000019,20.39999962,2688,2688,3498,4132,29.68,72.7,665.5482314,BuiltPC01,results_60routes\full_delay\case_0413__R3_S02__v45p0_delays.npy,results_60routes\optima\case_0413__R3_S02__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
414,R3_S02,random_short_3link,3S02,3,4,30,47.5,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,40.67684174,"[0.0, 13.199999809265137, 21.600000381469727]",0,13.19999981,21.60000038,1288,1288,1666,2562,28.11789474,68.79473684,664.8432622,BuiltPC01,results_60routes\full_delay\case_0414__R3_S02__v47p5_delays.npy,results_60routes\optima\case_0414__R3_S02__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
415,R3_S02,random_short_3link,3S02,3,4,30,50,120,1.2,100,1000000,"[163.0, 99.0, 109.0]","[0.4, 0.68, 0.41, 0.4]",0.4,38.56800079,"[0.0, 14.399999618530273, 22.799999237060547]",0,14.39999962,22.79999924,580,592,844,1096,26.712,65.28,664.9295557,BuiltPC01,results_60routes\full_delay\case_0415__R3_S02__v50p0_delays.npy,results_60routes\optima\case_0415__R3_S02__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.099,0.109,163,99,109,0.4,0.68,0.41,0.4
416,R3_S03,random_short_3link,3S03,3,4,30,20,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,36.33000183,"[0.0, 39.599998474121094, 48.0]",0,39.59999847,48,3640,3640,4592,10200,63.72,100.05,672.0063045,BuiltPC01,results_60routes\full_delay\case_0416__R3_S03__v20p0_delays.npy,results_60routes\optima\case_0416__R3_S03__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
417,R3_S03,random_short_3link,3S03,3,4,30,22.5,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,26.45999908,"[0.0, 27.600000381469727, 52.79999923706055]",0,27.60000038,52.79999924,364,364,546,676,56.64,83.1,670.0604706,BuiltPC01,results_60routes\full_delay\case_0417__R3_S03__v22p5_delays.npy,results_60routes\optima\case_0417__R3_S03__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
418,R3_S03,random_short_3link,3S03,3,4,30,25,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,21.62400055,"[108.0, 55.20000076293945, 67.19999694824219]",108,55.20000076,67.19999695,24,24,72,80,50.976,72.6,669.5563555,BuiltPC01,results_60routes\full_delay\case_0418__R3_S03__v25p0_delays.npy,results_60routes\optima\case_0418__R3_S03__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
419,R3_S03,random_short_3link,3S03,3,4,30,27.5,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,23.47636414,"[109.19999694824219, 50.400001525878906, 64.80000305175781]",109.1999969,50.40000153,64.80000305,160,160,160,380,46.34181818,69.81818182,669.6306891,BuiltPC01,results_60routes\full_delay\case_0419__R3_S03__v27p5_delays.npy,results_60routes\optima\case_0419__R3_S03__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
420,R3_S03,random_short_3link,3S03,3,4,30,30,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,25.02000046,"[110.4000015258789, 0.0, 37.20000076293945]",110.4000015,0,37.20000076,910,910,910,1508,42.48,67.5,671.1579335,BuiltPC01,results_60routes\full_delay\case_0420__R3_S03__v30p0_delays.npy,results_60routes\optima\case_0420__R3_S03__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
421,R3_S03,random_short_3link,3S03,3,4,30,32.5,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,26.32615471,"[111.5999984741211, 0.0, 36.0]",111.5999985,0,36,1368,1368,2280,2646,39.21230769,65.53846154,669.4932299,BuiltPC01,results_60routes\full_delay\case_0421__R3_S03__v32p5_delays.npy,results_60routes\optima\case_0421__R3_S03__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
422,R3_S03,random_short_3link,3S03,3,4,30,35,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,27.44571495,"[111.5999984741211, 0.0, 34.79999923706055]",111.5999985,0,34.79999924,1884,2238,2310,2496,36.41142857,63.85714286,669.229286,BuiltPC01,results_60routes\full_delay\case_0422__R3_S03__v35p0_delays.npy,results_60routes\optima\case_0422__R3_S03__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
423,R3_S03,random_short_3link,3S03,3,4,30,37.5,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,28.41600037,"[112.80000305175781, 0.0, 33.599998474121094]",112.8000031,0,33.59999847,954,954,2862,3106,33.984,62.4,670.6314015,BuiltPC01,results_60routes\full_delay\case_0423__R3_S03__v37p5_delays.npy,results_60routes\optima\case_0423__R3_S03__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
424,R3_S03,random_short_3link,3S03,3,4,30,40,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,29.26499939,"[112.80000305175781, 0.0, 32.400001525878906]",112.8000031,0,32.40000153,1076,1118,1272,4248,31.86,61.125,669.7926006,BuiltPC01,results_60routes\full_delay\case_0424__R3_S03__v40p0_delays.npy,results_60routes\optima\case_0424__R3_S03__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
425,R3_S03,random_short_3link,3S03,3,4,30,42.5,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,30.01411819,"[0.0, 0.0, 30.0]",0,0,30,3578,3578,3578,3836,29.98588235,60,670.1365376,BuiltPC01,results_60routes\full_delay\case_0425__R3_S03__v42p5_delays.npy,results_60routes\optima\case_0425__R3_S03__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
426,R3_S03,random_short_3link,3S03,3,4,30,45,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,31.68000031,"[0.0, 0.0, 28.799999237060547]",0,0,28.79999924,5810,5810,5810,10866,28.32,60,668.6298366,BuiltPC01,results_60routes\full_delay\case_0426__R3_S03__v45p0_delays.npy,results_60routes\optima\case_0426__R3_S03__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
427,R3_S03,random_short_3link,3S03,3,4,30,47.5,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,33.1705246,"[0.0, 0.0, 27.600000381469727]",0,0,27.60000038,8202,8202,8202,13804,26.82947368,60,669.170562,BuiltPC01,results_60routes\full_delay\case_0427__R3_S03__v47p5_delays.npy,results_60routes\optima\case_0427__R3_S03__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
428,R3_S03,random_short_3link,3S03,3,4,30,50,120,1.2,100,1000000,"[85.0, 135.0, 134.0]","[0.4, 0.52, 0.67, 0.4]",0.4,34.51200104,"[0.0, 0.0, 26.399999618530273]",0,0,26.39999962,10188,10524,17110,17282,25.488,60,668.0034819,BuiltPC01,results_60routes\full_delay\case_0428__R3_S03__v50p0_delays.npy,results_60routes\optima\case_0428__R3_S03__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.085,0.135,0.134,85,135,134,0.4,0.52,0.67,0.4
429,R3_S04,random_short_3link,3S04,3,4,30,20,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,48.15000153,"[102.0, 34.79999923706055, 25.200000762939453]",102,34.79999924,25.20000076,7176,7176,8376,9750,65.7,113.85,671.0567596,BuiltPC01,results_60routes\full_delay\case_0429__R3_S04__v20p0_delays.npy,results_60routes\optima\case_0429__R3_S04__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
430,R3_S04,random_short_3link,3S04,3,4,30,22.5,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,45.29999924,"[104.4000015258789, 33.599998474121094, 25.200000762939453]",104.4000015,33.59999847,25.20000076,5376,5376,6720,7098,58.4,103.7,672.051451,BuiltPC01,results_60routes\full_delay\case_0430__R3_S04__v22p5_delays.npy,results_60routes\optima\case_0430__R3_S04__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
431,R3_S04,random_short_3link,3S04,3,4,30,25,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,41.34000015,"[0.0, 33.599998474121094, 40.79999923706055]",0,33.59999847,40.79999924,1428,1428,2346,2550,52.56,93.9,672.8174069,BuiltPC01,results_60routes\full_delay\case_0431__R3_S04__v25p0_delays.npy,results_60routes\optima\case_0431__R3_S04__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
432,R3_S04,random_short_3link,3S04,3,4,30,27.5,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,35.64545441,"[0.0, 34.79999923706055, 43.20000076293945]",0,34.79999924,43.20000076,264,264,336,412,47.78181818,83.42727368,670.1248238,BuiltPC01,results_60routes\full_delay\case_0432__R3_S04__v27p5_delays.npy,results_60routes\optima\case_0432__R3_S04__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
433,R3_S04,random_short_3link,3S04,3,4,30,30,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,36.90000153,"[0.0, 32.400001525878906, 40.79999923706055]",0,32.40000153,40.79999924,792,792,936,2340,43.8,80.7,669.9867766,BuiltPC01,results_60routes\full_delay\case_0433__R3_S04__v30p0_delays.npy,results_60routes\optima\case_0433__R3_S04__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
434,R3_S04,random_short_3link,3S04,3,4,30,32.5,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,37.98461533,"[0.0, 30.0, 26.399999618530273]",0,30,26.39999962,3172,3172,3172,5356,40.43076923,78.41538462,668.0484104,BuiltPC01,results_60routes\full_delay\case_0434__R3_S04__v32p5_delays.npy,results_60routes\optima\case_0434__R3_S04__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
435,R3_S04,random_short_3link,3S04,3,4,30,35,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,38.91428757,"[0.0, 27.600000381469727, 25.200000762939453]",0,27.60000038,25.20000076,5522,5522,5522,6670,37.54285714,76.45714286,668.9382567,BuiltPC01,results_60routes\full_delay\case_0435__R3_S04__v35p0_delays.npy,results_60routes\optima\case_0435__R3_S04__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
