case_index,route_id,pattern_group,pattern_id,n_links,n_intersections,design_speed_kmh,evaluation_speed_kmh,cycle_length_s,offset_step_s,grid_size_each_axis,number_of_offset_patterns,lengths_m,green_ratios,demand_veh_per_s,d_min_s_per_veh,representative_offsets_s,representative_x1_s,representative_x2_s,representative_x3_s,number_of_exact_optima,number_within_0p1s,number_within_0p5s,number_within_1p0s,FTT_s_per_veh,TTT_s_per_veh,runtime_sec,hostname,delay_file,optima_file,array_definition,lambda01_design,lambda12_design,lambda23_design,L01_m,L12_m,L23_m,g0,g1,g2,g3
210,R2_M07,random_medium_2link,2M07,2,3,30,25,120,1.2,100,10000,"[393.0, 121.0]","[0.4, 0.56, 0.4]",0.4,21.02400017,"[44.400001525878906, 46.79999923706055]",44.40000153,46.79999924,,253,253,275,275,74.016,95.04,3.105484486,BuiltPC01,results_60routes\full_delay\case_0210__R2_M07__v25p0_delays.npy,results_60routes\optima\case_0210__R2_M07__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.393,0.121,,393,121,,0.4,0.56,0.4,
211,R2_M07,random_medium_2link,2M07,2,3,30,27.5,120,1.2,100,10000,"[393.0, 121.0]","[0.4, 0.56, 0.4]",0.4,10.93090916,"[50.400001525878906, 52.79999923706055]",50.40000153,52.79999924,,13,13,39,39,67.28727273,78.21818182,3.025254011,BuiltPC01,results_60routes\full_delay\case_0211__R2_M07__v27p5_delays.npy,results_60routes\optima\case_0211__R2_M07__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.393,0.121,,393,121,,0.4,0.56,0.4,
212,R2_M07,random_medium_2link,2M07,2,3,30,30,120,1.2,100,10000,"[393.0, 121.0]","[0.4, 0.56, 0.4]",0.4,10.61999989,"[48.0, 52.79999923706055]",48,52.79999924,,45,45,63,63,61.68,72.3,3.128915787,BuiltPC01,results_60routes\full_delay\case_0212__R2_M07__v30p0_delays.npy,results_60routes\optima\case_0212__R2_M07__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.393,0.121,,393,121,,0.4,0.56,0.4,
213,R2_M07,random_medium_2link,2M07,2,3,30,32.5,120,1.2,100,10000,"[393.0, 121.0]","[0.4, 0.56, 0.4]",0.4,12.57230759,"[44.400001525878906, 50.400001525878906]",44.40000153,50.40000153,,77,77,91,91,56.93538462,69.50769231,3.018556833,BuiltPC01,results_60routes\full_delay\case_0213__R2_M07__v32p5_delays.npy,results_60routes\optima\case_0213__R2_M07__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.393,0.121,,393,121,,0.4,0.56,0.4,
214,R2_M07,random_medium_2link,2M07,2,3,30,35,120,1.2,100,10000,"[393.0, 121.0]","[0.4, 0.56, 0.4]",0.4,14.24571419,"[40.79999923706055, 48.0]",40.79999924,48,,85,85,85,119,52.86857143,67.11428571,3.047648668,BuiltPC01,results_60routes\full_delay\case_0214__R2_M07__v35p0_delays.npy,results_60routes\optima\case_0214__R2_M07__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.393,0.121,,393,121,,0.4,0.56,0.4,
215,R2_M07,random_medium_2link,2M07,2,3,30,37.5,120,1.2,100,10000,"[393.0, 121.0]","[0.4, 0.56, 0.4]",0.4,15.6960001,"[38.400001525878906, 46.79999923706055]",38.40000153,46.79999924,,63,63,105,113,49.344,65.04,3.011534452,BuiltPC01,results_60routes\full_delay\case_0215__R2_M07__v37p5_delays.npy,results_60routes\optima\case_0215__R2_M07__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.393,0.121,,393,121,,0.4,0.56,0.4,
216,R2_M07,random_medium_2link,2M07,2,3,30,40,120,1.2,100,10000,"[393.0, 121.0]","[0.4, 0.56, 0.4]",0.4,16.96500015,"[36.0, 44.400001525878906]",36,44.40000153,,75,75,75,81,46.26,63.225,2.901350498,BuiltPC01,results_60routes\full_delay\case_0216__R2_M07__v40p0_delays.npy,results_60routes\optima\case_0216__R2_M07__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.393,0.121,,393,121,,0.4,0.56,0.4,
217,R2_M07,random_medium_2link,2M07,2,3,30,42.5,120,1.2,100,10000,"[393.0, 121.0]","[0.4, 0.56, 0.4]",0.4,18.08470535,"[33.599998474121094, 43.20000076293945]",33.59999847,43.20000076,,29,29,29,87,43.53882353,61.62352941,3.239574671,BuiltPC01,results_60routes\full_delay\case_0217__R2_M07__v42p5_delays.npy,results_60routes\optima\case_0217__R2_M07__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.393,0.121,,393,121,,0.4,0.56,0.4,
218,R2_M07,random_medium_2link,2M07,2,3,30,45,120,1.2,100,10000,"[393.0, 121.0]","[0.4, 0.56, 0.4]",0.4,19.07999992,"[32.400001525878906, 42.0]",32.40000153,42,,31,31,33,33,41.12,60.2,2.986690044,BuiltPC01,results_60routes\full_delay\case_0218__R2_M07__v45p0_delays.npy,results_60routes\optima\case_0218__R2_M07__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.393,0.121,,393,121,,0.4,0.56,0.4,
219,R2_M07,random_medium_2link,2M07,2,3,30,47.5,120,1.2,100,10000,"[393.0, 121.0]","[0.4, 0.56, 0.4]",0.4,21.04421043,"[30.0, 39.599998474121094]",30,39.59999847,,35,35,35,109,38.95578947,60,2.982524157,BuiltPC01,results_60routes\full_delay\case_0219__R2_M07__v47p5_delays.npy,results_60routes\optima\case_0219__R2_M07__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.393,0.121,,393,121,,0.4,0.56,0.4,
220,R2_M07,random_medium_2link,2M07,2,3,30,50,120,1.2,100,10000,"[393.0, 121.0]","[0.4, 0.56, 0.4]",0.4,22.99200058,"[27.600000381469727, 37.20000076293945]",27.60000038,37.20000076,,39,39,117,117,37.008,60,3.020905018,BuiltPC01,results_60routes\full_delay\case_0220__R2_M07__v50p0_delays.npy,results_60routes\optima\case_0220__R2_M07__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.393,0.121,,393,121,,0.4,0.56,0.4,
221,R2_M08,random_medium_2link,2M08,2,3,30,20,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,35.93999863,"[9.600000381469727, 85.19999694824219]",9.600000381,85.19999695,,1107,1157,1694,1694,84.06,120,3.033863306,BuiltPC01,results_60routes\full_delay\case_0221__R2_M08__v20p0_delays.npy,results_60routes\optima\case_0221__R2_M08__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
222,R2_M08,random_medium_2link,2M08,2,3,30,22.5,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,22.07999992,"[0.0, 68.4000015258789]",0,68.40000153,,25,25,25,75,74.72,96.8,2.9627285,BuiltPC01,results_60routes\full_delay\case_0222__R2_M08__v22p5_delays.npy,results_60routes\optima\case_0222__R2_M08__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
223,R2_M08,random_medium_2link,2M08,2,3,30,25,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,22.51199913,"[0.0, 64.80000305175781]",0,64.80000305,,133,133,189,189,67.248,89.76,3.162062407,BuiltPC01,results_60routes\full_delay\case_0223__R2_M08__v25p0_delays.npy,results_60routes\optima\case_0223__R2_M08__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
224,R2_M08,random_medium_2link,2M08,2,3,30,27.5,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,24.01091003,"[0.0, 60.0]",0,60,,255,255,255,321,61.13454545,85.14545455,3.022952557,BuiltPC01,results_60routes\full_delay\case_0224__R2_M08__v27p5_delays.npy,results_60routes\optima\case_0224__R2_M08__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
225,R2_M08,random_medium_2link,2M08,2,3,30,30,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,25.26000023,"[0.0, 56.400001525878906]",0,56.40000153,,315,315,315,345,56.04,81.3,3.02302599,BuiltPC01,results_60routes\full_delay\case_0225__R2_M08__v30p0_delays.npy,results_60routes\optima\case_0225__R2_M08__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
226,R2_M08,random_medium_2link,2M08,2,3,30,32.5,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,26.31692314,"[104.4000015258789, 38.400001525878906]",104.4000015,38.40000153,,325,325,351,351,51.72923077,78.04615385,2.952387333,BuiltPC01,results_60routes\full_delay\case_0226__R2_M08__v32p5_delays.npy,results_60routes\optima\case_0226__R2_M08__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
227,R2_M08,random_medium_2link,2M08,2,3,30,35,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,27.22285652,"[105.5999984741211, 36.0]",105.5999985,36,,341,341,341,341,48.03428571,75.25714286,2.979742527,BuiltPC01,results_60routes\full_delay\case_0227__R2_M08__v35p0_delays.npy,results_60routes\optima\case_0227__R2_M08__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
228,R2_M08,random_medium_2link,2M08,2,3,30,37.5,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,28.00799942,"[106.80000305175781, 36.0]",106.8000031,36,,297,297,315,315,44.832,72.84,3.070567369,BuiltPC01,results_60routes\full_delay\case_0228__R2_M08__v37p5_delays.npy,results_60routes\optima\case_0228__R2_M08__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
229,R2_M08,random_medium_2link,2M08,2,3,30,40,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,28.69499969,"[108.0, 34.79999923706055]",108,34.79999924,,259,259,259,349,42.03,70.725,3.108095407,BuiltPC01,results_60routes\full_delay\case_0229__R2_M08__v40p0_delays.npy,results_60routes\optima\case_0229__R2_M08__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
230,R2_M08,random_medium_2link,2M08,2,3,30,42.5,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,29.30117607,"[109.19999694824219, 34.79999923706055]",109.1999969,34.79999924,,195,287,287,287,39.55764706,68.85882353,3.063233376,BuiltPC01,results_60routes\full_delay\case_0230__R2_M08__v42p5_delays.npy,results_60routes\optima\case_0230__R2_M08__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
231,R2_M08,random_medium_2link,2M08,2,3,30,45,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,29.84000015,"[109.19999694824219, 32.400001525878906]",109.1999969,32.40000153,,215,215,215,301,37.36,67.2,3.168064594,BuiltPC01,results_60routes\full_delay\case_0231__R2_M08__v45p0_delays.npy,results_60routes\optima\case_0231__R2_M08__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
232,R2_M08,random_medium_2link,2M08,2,3,30,47.5,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,30.32210541,"[110.4000015258789, 32.400001525878906]",110.4000015,32.40000153,,135,135,225,233,35.39368421,65.71578947,2.992343187,BuiltPC01,results_60routes\full_delay\case_0232__R2_M08__v47p5_delays.npy,results_60routes\optima\case_0232__R2_M08__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
233,R2_M08,random_medium_2link,2M08,2,3,30,50,120,1.2,100,10000,"[141.0, 326.0]","[0.4, 0.54, 0.4]",0.4,29.43600082,"[0.0, 31.200000762939453]",0,31.20000076,,90,90,90,102,33.624,63.06,3.019701004,BuiltPC01,results_60routes\full_delay\case_0233__R2_M08__v50p0_delays.npy,results_60routes\optima\case_0233__R2_M08__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.141,0.326,,141,326,,0.4,0.54,0.4,
234,R2_M09,random_medium_2link,2M09,2,3,30,20,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,29.34000015,"[50.400001525878906, 40.79999923706055]",50.40000153,40.79999924,,132,132,132,198,79.56,108.9,3.1686759,BuiltPC01,results_60routes\full_delay\case_0234__R2_M09__v20p0_delays.npy,results_60routes\optima\case_0234__R2_M09__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
235,R2_M09,random_medium_2link,2M09,2,3,30,22.5,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,24.97999954,"[49.20000076293945, 43.20000076293945]",49.20000076,43.20000076,,144,144,144,206,70.72,95.7,3.30640769,BuiltPC01,results_60routes\full_delay\case_0235__R2_M09__v22p5_delays.npy,results_60routes\optima\case_0235__R2_M09__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
236,R2_M09,random_medium_2link,2M09,2,3,30,25,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,26.53199959,"[44.400001525878906, 40.79999923706055]",44.40000153,40.79999924,,280,280,280,350,63.648,90.18,2.986599207,BuiltPC01,results_60routes\full_delay\case_0236__R2_M09__v25p0_delays.npy,results_60routes\optima\case_0236__R2_M09__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
237,R2_M09,random_medium_2link,2M09,2,3,30,27.5,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,27.80181885,"[40.79999923706055, 38.400001525878906]",40.79999924,38.40000153,,360,360,396,396,57.86181818,85.66363636,3.021812201,BuiltPC01,results_60routes\full_delay\case_0237__R2_M09__v27p5_delays.npy,results_60routes\optima\case_0237__R2_M09__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
238,R2_M09,random_medium_2link,2M09,2,3,30,30,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,28.86000061,"[37.20000076293945, 37.20000076293945]",37.20000076,37.20000076,,364,364,416,448,53.04,81.9,3.048076868,BuiltPC01,results_60routes\full_delay\case_0238__R2_M09__v30p0_delays.npy,results_60routes\optima\case_0238__R2_M09__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
239,R2_M09,random_medium_2link,2M09,2,3,30,32.5,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,29.75538445,"[34.79999923706055, 36.0]",34.79999924,36,,360,384,448,448,48.96,78.71538462,3.015237331,BuiltPC01,results_60routes\full_delay\case_0239__R2_M09__v32p5_delays.npy,results_60routes\optima\case_0239__R2_M09__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
240,R2_M09,random_medium_2link,2M09,2,3,30,35,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,30.52285767,"[32.400001525878906, 34.79999923706055]",32.40000153,34.79999924,,340,360,432,432,45.46285714,75.98571429,3.019880295,BuiltPC01,results_60routes\full_delay\case_0240__R2_M09__v35p0_delays.npy,results_60routes\optima\case_0240__R2_M09__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
241,R2_M09,random_medium_2link,2M09,2,3,30,37.5,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,31.18799973,"[30.0, 32.400001525878906]",30,32.40000153,,380,380,400,400,42.432,73.62,3.025437832,BuiltPC01,results_60routes\full_delay\case_0241__R2_M09__v37p5_delays.npy,results_60routes\optima\case_0241__R2_M09__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
242,R2_M09,random_medium_2link,2M09,2,3,30,40,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,31.77000046,"[27.600000381469727, 31.200000762939453]",27.60000038,31.20000076,,336,336,336,420,39.78,71.55,3.061150789,BuiltPC01,results_60routes\full_delay\case_0242__R2_M09__v40p0_delays.npy,results_60routes\optima\case_0242__R2_M09__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
243,R2_M09,random_medium_2link,2M09,2,3,30,42.5,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,32.28353119,"[26.399999618530273, 31.200000762939453]",26.39999962,31.20000076,,264,264,352,366,37.44,69.72352941,3.099659204,BuiltPC01,results_60routes\full_delay\case_0243__R2_M09__v42p5_delays.npy,results_60routes\optima\case_0243__R2_M09__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
244,R2_M09,random_medium_2link,2M09,2,3,30,45,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,32.74000168,"[25.200000762939453, 30.0]",25.20000076,30,,276,276,288,474,35.36,68.1,3.044526815,BuiltPC01,results_60routes\full_delay\case_0244__R2_M09__v45p0_delays.npy,results_60routes\optima\case_0244__R2_M09__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
245,R2_M09,random_medium_2link,2M09,2,3,30,47.5,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,30.74842072,"[6.0, 31.200000762939453]",6,31.20000076,,58,58,122,124,33.49894737,64.24736842,3.100001097,BuiltPC01,results_60routes\full_delay\case_0245__R2_M09__v47p5_delays.npy,results_60routes\optima\case_0245__R2_M09__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
246,R2_M09,random_medium_2link,2M09,2,3,30,50,120,1.2,100,10000,"[304.0, 138.0]","[0.4, 0.53, 0.4]",0.4,28.95599937,"[6.0, 31.200000762939453]",6,31.20000076,,54,54,58,58,31.824,60.77999905,3.050130129,BuiltPC01,results_60routes\full_delay\case_0246__R2_M09__v50p0_delays.npy,results_60routes\optima\case_0246__R2_M09__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.304,0.138,,304,138,,0.4,0.53,0.4,
247,R2_M10,random_medium_2link,2M10,2,3,30,20,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,29.10000038,"[46.79999923706055, 38.400001525878906]",46.79999924,38.40000153,,312,312,312,312,68.4,97.50000095,3.01894331,BuiltPC01,results_60routes\full_delay\case_0247__R2_M10__v20p0_delays.npy,results_60routes\optima\case_0247__R2_M10__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
248,R2_M10,random_medium_2link,2M10,2,3,30,22.5,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,30.70000076,"[42.0, 36.0]",42,36,,440,440,440,484,60.8,91.5,3.063719988,BuiltPC01,results_60routes\full_delay\case_0248__R2_M10__v22p5_delays.npy,results_60routes\optima\case_0248__R2_M10__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
249,R2_M10,random_medium_2link,2M10,2,3,30,25,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,31.97999954,"[38.400001525878906, 34.79999923706055]",38.40000153,34.79999924,,468,468,504,558,54.72,86.7,2.960387945,BuiltPC01,results_60routes\full_delay\case_0249__R2_M10__v25p0_delays.npy,results_60routes\optima\case_0249__R2_M10__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
250,R2_M10,random_medium_2link,2M10,2,3,30,27.5,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,33.02727127,"[34.79999923706055, 32.400001525878906]",34.79999924,32.40000153,,512,512,512,544,49.74545455,82.77272727,3.063412189,BuiltPC01,results_60routes\full_delay\case_0250__R2_M10__v27p5_delays.npy,results_60routes\optima\case_0250__R2_M10__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
251,R2_M10,random_medium_2link,2M10,2,3,30,30,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,33.90000153,"[31.200000762939453, 30.0]",31.20000076,30,,532,532,532,532,45.6,79.50000095,3.058243036,BuiltPC01,results_60routes\full_delay\case_0251__R2_M10__v30p0_delays.npy,results_60routes\optima\case_0251__R2_M10__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
252,R2_M10,random_medium_2link,2M10,2,3,30,32.5,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,34.63846207,"[28.799999237060547, 28.799999237060547]",28.79999924,28.79999924,,504,504,504,504,42.09230769,76.73077018,3.043725014,BuiltPC01,results_60routes\full_delay\case_0252__R2_M10__v32p5_delays.npy,results_60routes\optima\case_0252__R2_M10__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
253,R2_M10,random_medium_2link,2M10,2,3,30,35,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,35.27142715,"[27.600000381469727, 28.799999237060547]",27.60000038,28.79999924,,440,440,460,460,39.08571429,74.35714286,3.104537249,BuiltPC01,results_60routes\full_delay\case_0253__R2_M10__v35p0_delays.npy,results_60routes\optima\case_0253__R2_M10__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
254,R2_M10,random_medium_2link,2M10,2,3,30,37.5,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,35.81999969,"[25.200000762939453, 27.600000381469727]",25.20000076,27.60000038,,384,384,384,480,36.48,72.3,3.072021961,BuiltPC01,results_60routes\full_delay\case_0254__R2_M10__v37p5_delays.npy,results_60routes\optima\case_0254__R2_M10__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
255,R2_M10,random_medium_2link,2M10,2,3,30,40,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,34.79999924,"[3.5999999046325684, 27.600000381469727]",3.599999905,27.60000038,,174,174,174,246,34.2,69.0000006,3.015616894,BuiltPC01,results_60routes\full_delay\case_0255__R2_M10__v40p0_delays.npy,results_60routes\optima\case_0255__R2_M10__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
256,R2_M10,random_medium_2link,2M10,2,3,30,42.5,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,31.78235245,"[7.199999809265137, 30.0]",7.199999809,30,,50,50,100,112,32.18823529,63.97058824,3.023762703,BuiltPC01,results_60routes\full_delay\case_0256__R2_M10__v42p5_delays.npy,results_60routes\optima\case_0256__R2_M10__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
257,R2_M10,random_medium_2link,2M10,2,3,30,45,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,30.10000038,"[7.199999809265137, 30.0]",7.199999809,30,,48,48,50,52,30.4,60.50000024,2.972154379,BuiltPC01,results_60routes\full_delay\case_0257__R2_M10__v45p0_delays.npy,results_60routes\optima\case_0257__R2_M10__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
258,R2_M10,random_medium_2link,2M10,2,3,30,47.5,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,31.20000076,"[7.199999809265137, 28.799999237060547]",7.199999809,28.79999924,,100,100,100,116,28.8,60.00000095,2.979380369,BuiltPC01,results_60routes\full_delay\case_0258__R2_M10__v47p5_delays.npy,results_60routes\optima\case_0258__R2_M10__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
259,R2_M10,random_medium_2link,2M10,2,3,30,50,120,1.2,100,10000,"[260.0, 120.0]","[0.4, 0.51, 0.4]",0.4,32.63999939,"[6.0, 27.600000381469727]",6,27.60000038,,162,162,174,186,27.36,60,3.088527441,BuiltPC01,results_60routes\full_delay\case_0259__R2_M10__v50p0_delays.npy,results_60routes\optima\case_0259__R2_M10__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.26,0.12,,260,120,,0.4,0.51,0.4,
