case_index,route_id,pattern_group,pattern_id,design_speed_kmh,evaluation_speed_kmh,cycle_length_s,offset_step_s,grid_size_each_axis,number_of_offset_patterns,lambda01_design,lambda12_design,lambda23_design,L01_m,L12_m,L23_m,d_min_s_per_veh,representative_x1_s,representative_x2_s,representative_x3_s,number_of_exact_optima,number_within_0p1s,number_within_0p5s,number_within_1p0s,FTT_s_per_veh,TTT_s_per_veh,runtime_sec,hostname,delay_file,optima_file,array_definition,TTT_ratio_to_route_min,TTT_excess_pct_from_route_min
610,D50_331,basic,331,50.0,50.0,120.0,1.2,100,1000000,0.25,0.25,0.25,416.6666666666667,416.6666666666667,416.6666666666667,42.0,6.0,84.0,102.0,2,2,2,2,90.0,132.0,695.0750846862793,BuiltPC01,results\full_delay\case_0610__D50_331__v50p0_delays.npy,results\optima\case_0610__D50_331__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
611,D50_332,basic,332,50.0,20.0,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,15.0,0.0,51.59999847412109,60.0,1085,1085,1085,1535,285.0,300.0,698.9083213806152,BuiltPC01,results\full_delay\case_0611__D50_332__v20p0_delays.npy,results\optima\case_0611__D50_332__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.0833333333333335,108.33333333333334
612,D50_332,basic,332,50.0,22.5,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,41.33333206176758,27.600000381469727,54.0,104.4000015258789,330,330,638,748,253.33333333333331,294.66666666666674,703.212726354599,BuiltPC01,results\full_delay\case_0612__D50_332__v22p5_delays.npy,results\optima\case_0612__D50_332__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.0462962962962967,104.62962962962968
613,D50_332,basic,332,50.0,25.0,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,36.0,24.0,72.0,12.0,16212,16212,16212,16212,228.0,264.0,697.2888708114624,BuiltPC01,results\full_delay\case_0613__D50_332__v25p0_delays.npy,results\optima\case_0613__D50_332__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.8333333333333333,83.33333333333333
614,D50_332,basic,332,50.0,27.5,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,27.272727966308597,32.400001525878906,85.19999694824219,33.599998474121094,18237,18237,19021,20423,207.2727272727273,234.5454545454544,698.5247919559479,BuiltPC01,results\full_delay\case_0614__D50_332__v27p5_delays.npy,results\optima\case_0614__D50_332__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.6287878787878778,62.878787878787776
615,D50_332,basic,332,50.0,30.0,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,10.0,38.400001525878906,96.0,50.400001525878906,2101,2101,2365,2541,190.0,200.0,687.7119913101196,BuiltPC01,results\full_delay\case_0615__D50_332__v30p0_delays.npy,results\optima\case_0615__D50_332__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3888888888888888,38.888888888888886
616,D50_332,basic,332,50.0,32.5,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,4.615384578704834,52.79999923706055,97.1999969482422,56.400001525878906,273,273,351,351,175.38461538461542,180.0,700.6966760158539,BuiltPC01,results\full_delay\case_0616__D50_332__v32p5_delays.npy,results\optima\case_0616__D50_332__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.25,25.0
617,D50_332,basic,332,50.0,35.0,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,17.14285659790039,48.0,0.0,60.0,6699,6699,6699,7161,162.85714285714286,180.0,670.3429718017578,BuiltPC01,results\full_delay\case_0617__D50_332__v35p0_delays.npy,results\optima\case_0617__D50_332__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.25,25.0
618,D50_332,basic,332,50.0,37.5,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,28.0,44.400001525878906,0.0,56.400001525878906,20699,20699,20895,24625,152.00000000000003,180.0,697.9750773906708,BuiltPC01,results\full_delay\case_0618__D50_332__v37p5_delays.npy,results\optima\case_0618__D50_332__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.25,25.0
619,D50_332,basic,332,50.0,40.0,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,25.5,52.79999923706055,19.200000762939453,94.8000030517578,861,861,1107,1681,142.5,168.0,681.5356960296631,BuiltPC01,results\full_delay\case_0619__D50_332__v40p0_delays.npy,results\optima\case_0619__D50_332__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1666666666666667,16.666666666666675
620,D50_332,basic,332,50.0,42.5,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,23.294116973876957,50.400001525878906,25.200000762939453,98.4000015258789,651,651,885,1339,134.11764705882354,157.41176470588212,688.8796052932739,BuiltPC01,results\full_delay\case_0620__D50_332__v42p5_delays.npy,results\optima\case_0620__D50_332__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0931372549019591,9.313725490195912
621,D50_332,basic,332,50.0,45.0,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,24.0,46.79999923706055,26.399999618530277,97.1999969482422,975,975,1053,1053,126.66666666666669,150.66666666666663,682.851188659668,BuiltPC01,results\full_delay\case_0621__D50_332__v45p0_delays.npy,results\optima\case_0621__D50_332__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.046296296296296,4.629629629629606
622,D50_332,basic,332,50.0,47.5,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,27.157894134521484,44.400001525878906,25.200000762939453,93.5999984741211,2737,2737,2737,2975,120.0,147.15789473684208,687.463000535965,BuiltPC01,results\full_delay\case_0622__D50_332__v47p5_delays.npy,results\optima\case_0622__D50_332__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0219298245614032,2.1929824561403244
623,D50_332,basic,332,50.0,50.0,120.0,1.2,100,1000000,0.35,0.25,0.35,583.3333333333334,416.6666666666667,583.3333333333334,30.0,42.0,24.0,90.0,4851,4851,4851,4851,114.0,144.0,679.9633424282074,BuiltPC01,results\full_delay\case_0623__D50_332__v50p0_delays.npy,results\optima\case_0623__D50_332__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
624,D50_333,basic,333,50.0,20.0,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,33.0,0.0,9.600000381469728,18.0,23125,23125,23125,28863,345.0,378.0,712.1440558433533,BuiltPC01,results\full_delay\case_0624__D50_333__v20p0_delays.npy,results\optima\case_0624__D50_333__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.423076923076923,142.3076923076923
625,D50_333,basic,333,50.0,22.5,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,6.666666507720947,0.0,30.0,54.0,2541,2541,2541,3003,306.6666666666667,313.33333333333303,701.984561920166,BuiltPC01,results\full_delay\case_0625__D50_333__v22p5_delays.npy,results\optima\case_0625__D50_333__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.0085470085470067,100.85470085470067
626,D50_333,basic,333,50.0,25.0,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,24.0,0.0,36.0,48.0,21871,21871,21871,21871,276.0,300.0,689.9510254859924,BuiltPC01,results\full_delay\case_0626__D50_333__v25p0_delays.npy,results\optima\case_0626__D50_333__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.9230769230769231,92.3076923076923
627,D50_333,basic,333,50.0,27.5,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,42.54545593261719,0.0,54.0,0.0,1215,1215,1215,3937,250.9090909090909,293.4545454545455,704.8512313365936,BuiltPC01,results\full_delay\case_0627__D50_333__v27p5_delays.npy,results\optima\case_0627__D50_333__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.8811188811188815,88.11188811188815
628,D50_333,basic,333,50.0,30.0,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,38.0,27.600000381469727,76.80000305175781,10.800000190734863,1794,1794,3582,3750,230.0,268.0,691.455902338028,BuiltPC01,results\full_delay\case_0628__D50_333__v30p0_delays.npy,results\optima\case_0628__D50_333__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.7179487179487178,71.79487179487178
629,D50_333,basic,333,50.0,32.5,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,27.69230842590332,34.79999923706055,80.4000015258789,20.399999618530277,42,42,126,210,212.30769230769232,240.0,686.9184286594391,BuiltPC01,results\full_delay\case_0629__D50_333__v32p5_delays.npy,results\optima\case_0629__D50_333__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.5384615384615385,53.846153846153854
630,D50_333,basic,333,50.0,35.0,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,17.14285659790039,42.0,96.0,43.20000076293945,229,229,685,687,197.1428571428572,214.28571428571408,695.1046140193939,BuiltPC01,results\full_delay\case_0630__D50_333__v35p0_delays.npy,results\optima\case_0630__D50_333__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3736263736263723,37.36263736263723
631,D50_333,basic,333,50.0,37.5,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,8.0,48.0,100.8000030517578,52.79999923706055,33,33,55,55,184.0,192.0000038146973,700.3978052139282,BuiltPC01,results\full_delay\case_0631__D50_333__v37p5_delays.npy,results\optima\case_0631__D50_333__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2307692552224185,23.076925522241854
632,D50_333,basic,333,50.0,40.0,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,10.5,52.79999923706055,94.8000030517578,50.400001525878906,315,315,405,683,172.5,183.0,698.8682873249054,BuiltPC01,results\full_delay\case_0632__D50_333__v40p0_delays.npy,results\optima\case_0632__D50_333__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1730769230769231,17.307692307692314
633,D50_333,basic,333,50.0,42.5,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,17.647058486938477,51.59999847412109,0.0,63.59999847412109,2175,2175,2325,2385,162.3529411764706,180.0,687.6051824092865,BuiltPC01,results\full_delay\case_0633__D50_333__v42p5_delays.npy,results\optima\case_0633__D50_333__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461538461537,15.384615384615374
634,D50_333,basic,333,50.0,45.0,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,26.66666603088379,43.20000076293945,0.0,81.5999984741211,13145,13145,13145,14727,153.33333333333334,180.0,685.0737991333008,BuiltPC01,results\full_delay\case_0634__D50_333__v45p0_delays.npy,results\optima\case_0634__D50_333__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461538461537,15.384615384615374
635,D50_333,basic,333,50.0,47.5,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,25.263158798217773,51.59999847412109,14.399999618530272,94.8000030517578,3225,3225,3225,4945,145.26315789473685,170.5263157894737,700.6776189804077,BuiltPC01,results\full_delay\case_0635__D50_333__v47p5_delays.npy,results\optima\case_0635__D50_333__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0931174089068827,9.31174089068827
636,D50_333,basic,333,50.0,50.0,120.0,1.2,100,1000000,0.45,0.25,0.45,750.0,416.6666666666667,750.0,18.0,54.0,24.0,102.0,341,341,341,341,138.0,156.0,670.6464672088623,BuiltPC01,results\full_delay\case_0636__D50_333__v50p0_delays.npy,results\optima\case_0636__D50_333__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
637,D50_334,basic,334,50.0,20.0,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,33.0,33.599998474121094,66.0,75.5999984741211,23125,23125,23125,28863,285.0,318.0,694.4206712245941,BuiltPC01,results\full_delay\case_0637__D50_334__v20p0_delays.npy,results\optima\case_0637__D50_334__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.0384615384615383,103.84615384615384
638,D50_334,basic,334,50.0,22.5,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,13.333333015441896,42.0,0.0,0.0,7371,7371,7371,8295,253.33333333333331,266.6666666666662,704.1654586791992,BuiltPC01,results\full_delay\case_0638__D50_334__v22p5_delays.npy,results\optima\case_0638__D50_334__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.7094017094017062,70.94017094017062
639,D50_334,basic,334,50.0,25.0,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,12.0,48.0,0.0,0.0,4851,4851,4851,4851,228.0,240.0,708.0781445503235,BuiltPC01,results\full_delay\case_0639__D50_334__v25p0_delays.npy,results\optima\case_0639__D50_334__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.5384615384615385,53.846153846153854
640,D50_334,basic,334,50.0,27.5,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,27.272727966308597,54.0,108.0,33.599998474121094,45,45,141,423,207.2727272727273,234.5454545454544,684.7663342952728,BuiltPC01,results\full_delay\case_0640__D50_334__v27p5_delays.npy,results\optima\case_0640__D50_334__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.5034965034965024,50.34965034965025
641,D50_334,basic,334,50.0,30.0,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,26.0,43.20000076293945,100.8000030517578,34.79999923706055,2821,2821,3255,4123,190.0,216.0000038146973,696.8290936946869,BuiltPC01,results\full_delay\case_0641__D50_334__v30p0_delays.npy,results\optima\case_0641__D50_334__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3846154090685725,38.46154090685725
642,D50_334,basic,334,50.0,32.5,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,26.769229888916016,34.79999923706055,92.4000015258789,33.599998474121094,6441,6441,6441,8153,175.38461538461542,202.1538461538462,685.5127766132355,BuiltPC01,results\full_delay\case_0642__D50_334__v32p5_delays.npy,results\optima\case_0642__D50_334__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2958579881656807,29.585798816568065
643,D50_334,basic,334,50.0,35.0,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,27.428571701049805,31.200000762939453,86.4000015258789,33.599998474121094,5679,5679,5679,7883,162.8571428571429,190.2857142857141,692.1471781730652,BuiltPC01,results\full_delay\case_0643__D50_334__v35p0_delays.npy,results\optima\case_0643__D50_334__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2197802197802186,21.978021978021857
644,D50_334,basic,334,50.0,37.5,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,28.0,28.799999237060547,80.4000015258789,32.400001525878906,899,899,991,1015,152.0,180.0,682.5909950733185,BuiltPC01,results\full_delay\case_0644__D50_334__v37p5_delays.npy,results\optima\case_0644__D50_334__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461538461537,15.384615384615374
645,D50_334,basic,334,50.0,40.0,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,37.5,26.399999618530277,67.19999694824219,22.799999237060547,15795,15795,19235,22483,142.5,180.0,683.1617605686188,BuiltPC01,results\full_delay\case_0645__D50_334__v40p0_delays.npy,results\optima\case_0645__D50_334__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461538461537,15.384615384615374
646,D50_334,basic,334,50.0,42.5,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,44.47058868408203,0.0,24.0,111.5999984741211,21925,21925,25287,26345,134.11764705882354,178.5882352941174,710.8371765613556,BuiltPC01,results\full_delay\case_0646__D50_334__v42p5_delays.npy,results\optima\case_0646__D50_334__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1447963800904961,14.479638009049612
647,D50_334,basic,334,50.0,45.0,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,48.0,0.0,21.600000381469727,0.0,74520,74520,77880,84084,126.66666666666669,174.66666666666669,686.5563883781433,BuiltPC01,results\full_delay\case_0647__D50_334__v45p0_delays.npy,results\optima\case_0647__D50_334__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1196581196581197,11.965811965811968
648,D50_334,basic,334,50.0,47.5,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,44.84210586547852,32.400001525878906,0.0,76.80000305175781,20535,20535,22785,25627,120.0,164.8421052631579,679.5262186527252,BuiltPC01,results\full_delay\case_0648__D50_334__v47p5_delays.npy,results\optima\case_0648__D50_334__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0566801619433197,5.668016194331971
649,D50_334,basic,334,50.0,50.0,120.0,1.2,100,1000000,0.25,0.25,0.45,416.6666666666667,416.6666666666667,750.0,42.0,0.0,0.0,78.0,31031,31031,31031,31031,114.0,156.0,676.8103063106537,BuiltPC01,results\full_delay\case_0649__D50_334__v50p0_delays.npy,results\optima\case_0649__D50_334__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
650,D50_H01,hce,H01,50.0,20.0,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,42.0,6.0,84.0,102.0,2,2,2,2,450.0,492.0,712.7799866199493,BuiltPC01,results\full_delay\case_0650__D50_H01__v20p0_delays.npy,results\optima\case_0650__D50_H01__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.7333333333333334,173.33333333333334
651,D50_H01,hce,H01,50.0,22.5,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,28.0,0.0,0.0,32.400001525878906,4648,4648,4648,6480,400.0,428.0,717.0550389289856,BuiltPC01,results\full_delay\case_0651__D50_H01__v22p5_delays.npy,results\optima\case_0651__D50_H01__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.3777777777777778,137.77777777777777
652,D50_H01,hce,H01,50.0,25.0,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,0.0,0.0,0.0,0.0,231,231,231,231,360.0,360.0,716.0784778594971,BuiltPC01,results\full_delay\case_0652__D50_H01__v25p0_delays.npy,results\optima\case_0652__D50_H01__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.0,100.0
653,D50_H01,hce,H01,50.0,27.5,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,32.727272033691406,0.0,0.0,0.0,38949,38949,38949,40489,327.2727272727273,360.0,702.8704397678375,BuiltPC01,results\full_delay\case_0653__D50_H01__v27p5_delays.npy,results\optima\case_0653__D50_H01__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.0,100.0
654,D50_H01,hce,H01,50.0,30.0,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,44.0,0.0,32.400001525878906,37.20000076293945,11063,11063,13727,14547,300.0,344.0,705.3979275226593,BuiltPC01,results\full_delay\case_0654__D50_H01__v30p0_delays.npy,results\optima\case_0654__D50_H01__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.9111111111111112,91.11111111111111
655,D50_H01,hce,H01,50.0,32.5,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,48.92307662963867,37.20000076293945,8.399999618530273,69.5999984741211,910,1120,1938,1938,276.92307692307696,325.846153846154,701.2017004489899,BuiltPC01,results\full_delay\case_0655__D50_H01__v32p5_delays.npy,results\optima\case_0655__D50_H01__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.810256410256411,81.0256410256411
656,D50_H01,hce,H01,50.0,35.0,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,41.14285659790039,22.799999237060547,45.59999847412109,103.1999969482422,14660,14660,17612,19434,257.1428571428572,298.28571428571433,687.6864824295044,BuiltPC01,results\full_delay\case_0656__D50_H01__v35p0_delays.npy,results\optima\case_0656__D50_H01__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.6571428571428575,65.71428571428575
657,D50_H01,hce,H01,50.0,37.5,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,28.0,40.79999923706055,54.0,117.5999984741211,330,330,638,748,240.00000000000009,268.0,702.4902000427246,BuiltPC01,results\full_delay\case_0657__D50_H01__v37p5_delays.npy,results\optima\case_0657__D50_H01__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.488888888888889,48.88888888888889
658,D50_H01,hce,H01,50.0,40.0,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,33.0,33.599998474121094,66.0,15.600000381469728,23125,23125,23125,28863,225.0,258.0,696.9436917304993,BuiltPC01,results\full_delay\case_0658__D50_H01__v40p0_delays.npy,results\optima\case_0658__D50_H01__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.4333333333333333,43.333333333333336
659,D50_H01,hce,H01,50.0,42.5,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,28.235294342041016,30.0,67.19999694824219,20.399999618530277,4648,4648,4648,7176,211.76470588235296,240.0,684.7864067554474,BuiltPC01,results\full_delay\case_0659__D50_H01__v42p5_delays.npy,results\optima\case_0659__D50_H01__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3333333333333333,33.33333333333333
660,D50_H01,hce,H01,50.0,45.0,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,20.0,42.0,0.0,54.0,15521,15521,15921,18027,200.0,219.9999999999995,700.4760572910309,BuiltPC01,results\full_delay\case_0660__D50_H01__v45p0_delays.npy,results\optima\case_0660__D50_H01__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2222222222222194,22.222222222221944
661,D50_H01,hce,H01,50.0,47.5,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,9.473684310913086,45.59999847412109,0.0,57.59999847412109,4775,4775,5985,6345,189.47368421052636,198.9473684210521,691.1993727684021,BuiltPC01,results\full_delay\case_0661__D50_H01__v47p5_delays.npy,results\optima\case_0661__D50_H01__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1052631578947338,10.526315789473383
662,D50_H01,hce,H01,50.0,50.0,120.0,1.2,100,1000000,0.5,0.5,0.5,833.3333333333334,833.3333333333334,833.3333333333334,0.0,48.0,0.0,60.0,231,231,231,231,180.0,180.0,696.7623536586761,BuiltPC01,results\full_delay\case_0662__D50_H01__v50p0_delays.npy,results\optima\case_0662__D50_H01__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
663,D50_H02,hce,H02,50.0,20.0,120.0,1.2,100,1000000,0.467,0.4,0.433,778.3333333333334,666.6666666666667,721.6666666666667,30.0,0.0,0.0,0.0,34231,34231,35905,38571,390.0,419.9999999999999,716.3640539646149,BuiltPC01,results\full_delay\case_0663__D50_H02__v20p0_delays.npy,results\optima\case_0663__D50_H02__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.3333333333333326,133.33333333333326
664,D50_H02,hce,H02,50.0,22.5,120.0,1.2,100,1000000,0.467,0.4,0.433,778.3333333333334,666.6666666666667,721.6666666666667,13.333333015441896,112.8000030517578,0.0,0.0,1695,1695,1785,2971,346.66666666666674,360.0,707.9652161598206,BuiltPC01,results\full_delay\case_0664__D50_H02__v22p5_delays.npy,results\optima\case_0664__D50_H02__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.0,100.0
665,D50_H02,hce,H02,50.0,25.0,120.0,1.2,100,1000000,0.467,0.4,0.433,778.3333333333334,666.6666666666667,721.6666666666667,24.0,112.8000030517578,28.799999237060547,37.20000076293945,651,651,1085,1271,312.0,336.00000381469727,703.1927359104156,BuiltPC01,results\full_delay\case_0665__D50_H02__v25p0_delays.npy,results\optima\case_0665__D50_H02__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.8666666878594294,86.66666878594293
666,D50_H02,hce,H02,50.0,27.5,120.0,1.2,100,1000000,0.467,0.4,0.433,778.3333333333334,666.6666666666667,721.6666666666667,34.90909194946289,0.0,45.59999847412109,44.400001525878906,7245,7245,8211,8883,283.6363636363637,318.5454545454542,713.6566157341003,BuiltPC01,results\full_delay\case_0666__D50_H02__v27p5_delays.npy,results\optima\case_0666__D50_H02__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.769696969696968,76.9696969696968
