route_id,tolerance,start_speed_kmh,end_speed_kmh,width_kmh,n_points,relative_range,min_ttt,max_ttt
D50_334,0.1,37.5,47.5,10.0,5,0.09195402298850577,164.8421052631579,180.0
D50_334,0.1,47.5,50.0,2.5,2,0.05668016194331981,156.0,164.8421052631579
D50_H01,0.1,25.0,30.0,5.0,3,0.046511627906976744,344.0,360.0
D50_H01,0.1,30.0,32.5,2.5,2,0.055712936732766324,325.846153846154,344.0
D50_H01,0.1,32.5,35.0,2.5,2,0.09239610963748922,298.28571428571433,325.846153846154
D50_H01,0.1,37.5,40.0,2.5,2,0.03875968992248062,258.0,268.0
D50_H01,0.1,40.0,42.5,2.5,2,0.075,240.0,258.0
D50_H01,0.1,42.5,45.0,2.5,2,0.09090909090909345,219.9999999999995,240.0
D50_H02,0.1,22.5,25.0,2.5,2,0.07142855926435834,336.00000381469727,360.0
D50_H02,0.1,25.0,27.5,2.5,2,0.0547945325233087,318.5454545454542,336.00000381469727
D50_H02,0.1,27.5,30.0,2.5,2,0.06181818181818073,300.0,318.5454545454542
D50_H02,0.1,30.0,32.5,2.5,2,0.06978275181040121,280.43076923076933,300.0
D50_H02,0.1,35.0,37.5,2.5,2,0.07506053268765009,235.99999999999983,253.71428571428524
D50_H02,0.1,42.5,50.0,7.5,4,0.039215694751613406,180.0,187.0588250552904
D50_H03,0.1,27.5,32.5,5.0,3,0.06060606060605996,360.0,381.8181818181816
D50_H03,0.1,30.0,35.0,5.0,3,0.05527637954950448,341.1428579057965,360.0
D50_H03,0.1,35.0,37.5,2.5,2,0.07956600603100203,315.9999999999999,341.1428579057965
D50_H03,0.1,37.5,40.0,2.5,2,0.07482993197278873,294.0,315.9999999999999
D50_H03,0.1,42.5,47.5,5.0,3,0.1,240.0,264.0
D50_H03,0.1,45.0,50.0,5.0,3,0.09707602339181183,228.0,250.1333333333331
D50_H04,0.1,25.0,30.0,5.0,3,0.0714768883878232,354.79999999999995,380.1599999999996
D50_H04,0.1,32.5,35.0,2.5,2,0.070153846153846,300.0,321.0461538461538
D50_H04,0.1,35.0,37.5,2.5,2,0.08131487889273335,277.44000000000005,300.0
D50_H04,0.1,37.5,40.0,2.5,2,0.08290398126463967,256.1999999999994,277.44000000000005
D50_H04,0.1,40.0,42.5,2.5,2,0.06749999999999759,240.0,256.1999999999994
D50_H04,0.1,42.5,45.0,2.5,2,0.047729918509895504,229.0666666666666,240.0
D50_H05,0.1,25.0,27.5,2.5,2,0.05477545857052393,344.9454545454546,363.8399999999997
D50_H05,0.1,27.5,30.0,2.5,2,0.04782944880150245,329.2,344.9454545454546
D50_H05,0.1,30.0,32.5,2.5,2,0.06712547376820224,308.4923076923078,329.2
D50_H05,0.1,32.5,35.0,2.5,2,0.06104862119013084,290.7428571428572,308.4923076923078
D50_H05,0.1,35.0,37.5,2.5,2,0.04915869350049676,277.11999999999955,290.7428571428572
D50_H05,0.1,40.0,42.5,2.5,2,0.05929390464695134,233.929411764706,247.7999999999999
D50_H05,0.1,47.5,50.0,2.5,2,0.057543859649122925,180.0,190.35789473684213
D50_H06,0.1,25.0,30.0,5.0,3,0.09026963657678784,341.2,372.0
D50_H06,0.1,35.0,37.5,2.5,2,0.06543549675929944,257.44000000000005,274.2857142857141
D50_H06,0.1,37.5,42.5,5.0,3,0.0726666666666669,240.0,257.44000000000005
D50_H06,0.1,42.5,45.0,2.5,2,0.09090909090909091,220.0,240.0
D50_H07,0.1,25.0,27.5,2.5,2,0.04923076923077003,354.5454545454543,372.0
D50_H07,0.1,30.0,35.0,5.0,3,0.06392428412134266,295.88571733747216,314.8
D50_H07,0.1,32.5,37.5,5.0,3,0.07696726019529115,278.5599999999997,300.0
D50_H07,0.1,37.5,40.0,2.5,2,0.07968992248061907,258.0,278.5599999999997
D50_H07,0.1,40.0,42.5,2.5,2,0.075,240.0,258.0
D50_H07,0.1,42.5,45.0,2.5,2,0.09090909090909091,220.0,240.0
